,journal_title,article_title,contributors,year,doi
11,Geoscientific Model Development,Geoscientific Model Development,"['William J. Gutowski Jr.', 'Filippo Giorgi', 'Bertrand Timbal', 'Anne Frigon', 'Daniela Jacob', 'Hyun-Suk Kang', 'Krishnan Raghavan', 'Boram Lee', 'Christopher Lennard', 'Grigory Nikulin', ""Eleanor O'Rourke"", 'Michel Rixen', 'Silvina Solman', 'Tannecia Stephenson', 'Fredolin Tangang']",2016,10.5194/gmd-9-4087-2016
12,Sustainability,Sustainability,"['Buddhi Wijesiri', 'Erick Bandala', 'An Liu', 'Ashantha Goonetilleke']",2020,10.3390/su122410463
13,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,"['Heike K. Lotze', 'Derek P. Tittensor', 'Andrea Bryndum-Buchholz', 'Tyler D. Eddy', 'William W. L. Cheung', 'Eric D. Galbraith', 'Manuel Barange', 'Nicolas Barrier', 'Daniele Bianchi', 'Julia L. Blanchard', 'Laurent Bopp', 'Matthias Büchner', 'Catherine M. Bulman', 'David A. Carozza', 'Villy Christensen', 'Marta Coll', 'John P. Dunne', 'Elizabeth A. Fulton', 'Simon Jennings', 'Miranda C. Jones', 'Steve Mackinson', 'Olivier Maury', 'Susa Niiranen', 'Ricardo Oliveros-Ramos', 'Tilla Roy', 'José A. Fernandes', 'Jacob Schewe', 'Yunne-Jai Shin', 'Tiago A. M. Silva', 'Jeroen Steenbeek', 'Charles A. Stock', 'Philippe Verley', 'Jan Volkholz', 'Nicola D. Walker', 'Boris Worm']",2019,10.1073/pnas.1900194116
14,WIREs Climate Change,WIREs Climate Change,"['Emily K. Laidlaw', ""Brian C. O'Neill"", 'Ryan D. Harp']",2019,10.1002/wcc.582
15,Geoscientific Model Development,Geoscientific Model Development,"['Doug M. Smith', 'James A. Screen', 'Clara Deser', 'Judah Cohen', 'John C. Fyfe', 'Javier García-Serrano', 'Thomas Jung', 'Vladimir Kattsov', 'Daniela Matei', 'Rym Msadek', 'Yannick Peings', 'Michael Sigmond', 'Jinro Ukita', 'Jin-Ho Yoon', 'Xiangdong Zhang']",2019,10.5194/gmd-12-1139-2019
16,Environmental Research Letters,Environmental Research Letters,"['Suraje Dessai', 'Ajay Bhave', 'Cathryn Birch', 'Declan Conway', 'Luis Garcia-Carreras', 'John Paul Gosling', 'Neha Mittal', 'David Stainforth']",2018,10.1088/1748-9326/aabcdd
17,Science,Science,"['Gordon B. Bonan', 'Scott C. Doney']",2018,10.1126/science.aam8328
18,Climate Dynamics,Climate Dynamics,"['Meng-Zhuo Zhang', 'Zhongfeng Xu', 'Ying Han', 'Weidong Guo']",2022,10.1007/s00382-022-06355-5
19,Geoscientific Model Development,Geoscientific Model Development,"['Derek P. Tittensor', 'Tyler D. Eddy', 'Heike K. Lotze', 'Eric D. Galbraith', 'William Cheung', 'Manuel Barange', 'Julia L. Blanchard', 'Laurent Bopp', 'Andrea Bryndum-Buchholz', 'Matthias Büchner', 'Catherine Bulman', 'David A. Carozza', 'Villy Christensen', 'Marta Coll', 'John P. Dunne', 'Jose A. Fernandes', 'Elizabeth A. Fulton', 'Alistair J. Hobday', 'Veronika Huber', 'Simon Jennings', 'Miranda Jones', 'Patrick Lehodey', 'Jason S. Link', 'Steve Mackinson', 'Olivier Maury', 'Susa Niiranen', 'Ricardo Oliveros-Ramos', 'Tilla Roy', 'Jacob Schewe', 'Yunne-Jai Shin', 'Tiago Silva', 'Charles A. Stock', 'Jeroen Steenbeek', 'Philip J. Underwood', 'Jan Volkholz', 'James R. Watson', 'Nicola D. Walker']",2018,10.5194/gmd-11-1421-2018
20,Regional Environmental Change,Regional Environmental Change,"['Daniela Jacob', 'Claas Teichmann', 'Stefan Sobolowski', 'Eleni Katragkou', 'Ivonne Anders', 'Michal Belda', 'Rasmus Benestad', 'Fredrik Boberg', 'Erasmo Buonomo', 'Rita M. Cardoso', 'Ana Casanueva', 'Ole B. Christensen', 'Jens Hesselbjerg Christensen', 'Erika Coppola', 'Lesley De Cruz', 'Edouard L. Davin', 'Andreas Dobler', 'Marta Domínguez', 'Rowan Fealy', 'Jesus Fernandez', 'Miguel Angel Gaertner', 'Markel García-Díez', 'Filippo Giorgi', 'Andreas Gobiet', 'Klaus Goergen', 'Juan José Gómez-Navarro', 'Juan Jesús González Alemán', 'Claudia Gutiérrez', 'José M. Gutiérrez', 'Ivan Güttler', 'Andreas Haensler', 'Tomáš Halenka', 'Sonia Jerez', 'Pedro Jiménez-Guerrero', 'Richard G. Jones', 'Klaus Keuler', 'Erik Kjellström', 'Sebastian Knist', 'Sven Kotlarski', 'Douglas Maraun', 'Erik van Meijgaard', 'Paola Mercogliano', 'Juan Pedro Montávez', 'Antonio Navarra', 'Grigory Nikulin', 'Nathalie de Noblet-Ducoudré', 'Hans-Juergen Panitz', 'Susanne Pfeifer', 'Marie Piazza', 'Emanuela Pichelli', 'Joni-Pekka Pietikäinen', 'Andreas F. Prein', 'Swantje Preuschmann', 'Diana Rechid', 'Burkhardt Rockel', 'Raquel Romera', 'Enrique Sánchez', 'Kevin Sieck', 'Pedro M. M. Soares', 'Samuel Somot', 'Lidija Srnec', 'Silje Lund Sørland', 'Piet Termonia', 'Heimo Truhetz', 'Robert Vautard', 'Kirsten Warrach-Sagi', 'Volker Wulfmeyer']",2020,10.1007/s10113-020-01606-9
21,Earth's Future,Earth's Future,"['Alex C. Ruane', 'Robert Vautard', 'Roshanka Ranasinghe', 'Jana Sillmann', 'Erika Coppola', 'Nigel Arnell', 'Faye Abigail Cruz', 'Suraje Dessai', 'Carley E. Iles', 'A. K. M. Saiful Islam', 'Richard G. Jones', 'Mohammad Rahimi', 'Daniel Ruiz Carrascal', 'Sonia I. Seneviratne', 'Jérôme Servonnat', 'Anna A. Sörensson', 'Mouhamadou Bamba Sylla', 'Claudia Tebaldi', 'Wen Wang', 'Rashyd Zaaboul']",2022,10.1029/2022EF002803
22,Annals of the New York Academy of Sciences,Annals of the New York Academy of Sciences,"['Tércio Ambrizzi', 'Michelle Simões Reboita', 'Rosmeri Porfírio da Rocha', 'Marta Llopart']",2019,10.1111/nyas.13932
23,Climate Dynamics,Climate Dynamics,"['Claas Teichmann', 'Daniela Jacob', 'Armelle Reca Remedio', 'Thomas Remke', 'Lars Buntemeyer', 'Peter Hoffmann', 'Arne Kriegsmann', 'Ludwig Lierhammer', 'Katharina Bülow', 'Torsten Weber', 'Kevin Sieck', 'Diana Rechid', 'Gaby S. Langendijk', 'Erika Coppola', 'Filippo Giorgi', 'James M. Ciarlo`', 'Francesca Raffaele', 'Graziano Giuliani', 'Gao Xuejie', 'Taleena Rae Sines', 'Jose Abraham Torres-Alavez', 'Sushant Das', 'Fabio Di Sante', 'Emanuela Pichelli', 'Russel Glazer', 'Moetasim Ashfaq', 'Melissa Bukovsky', 'Eun-Soon Im']",2021,10.1007/s00382-020-05494-x
24,Global Change Biology,Global Change Biology,"['Andrea Bryndum‐Buchholz', 'Derek P. Tittensor', 'Julia L. Blanchard', 'William W. L. Cheung', 'Marta Coll', 'Eric D. Galbraith', 'Simon Jennings', 'Olivier Maury', 'Heike K. Lotze']",2019,10.1111/gcb.14512
25,Geoscientific Model Development,Geoscientific Model Development,"['Charlotte Pascoe', 'Bryan N. Lawrence', 'Eric Guilyardi', 'Martin Juckes', 'Karl E. Taylor']",2020,10.5194/gmd-13-2149-2020
26,Nature Climate Change,Nature Climate Change,"['Veronika Eyring', 'Peter M. Cox', 'Gregory M. Flato', 'Peter J. Gleckler', 'Gab Abramowitz', 'Peter Caldwell', 'William D. Collins', 'Bettina K. Gier', 'Alex D. Hall', 'Forrest M. Hoffman', 'George C. Hurtt', 'Alexandra Jahn', 'Chris D. Jones', 'Stephen A. Klein', 'John P. Krasting', 'Lester Kwiatkowski', 'Ruth Lorenz', 'Eric Maloney', 'Gerald A. Meehl', 'Angeline G. Pendergrass', 'Robert Pincus', 'Alex C. Ruane', 'Joellen L. Russell', 'Benjamin M. Sanderson', 'Benjamin D. Santer', 'Steven C. Sherwood', 'Isla R. Simpson', 'Ronald J. Stouffer', 'Mark S. Williamson']",2019,10.1038/s41558-018-0355-y
27,Environmental Research Communications,Environmental Research Communications,['Xiuhua Zhu'],2021,10.1088/2515-7620/abfe18
