,journal_title,article_title,contributors,year,doi
24,npj Climate and Atmospheric Science,npj Climate and Atmospheric Science,"['Doyeon Kim', 'Hanjun Kim', 'Sarah M. Kang', 'Malte F. Stuecker', 'Timothy M. Merlis']",2022,10.1038/s41612-022-00287-x
25,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['Timothy Andrews', 'Martin B. Andrews', 'Alejandro Bodas‐Salcedo', 'Gareth S. Jones', 'Till Kuhlbrodt', 'James Manners', 'Matthew B. Menary', 'Jeff Ridley', 'Mark A. Ringer', 'Alistair A. Sellar', 'Catherine A. Senior', 'Yongming Tang']",2019,10.1029/2019MS001866
26,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['M. Michou', 'P. Nabat', 'D. Saint‐Martin', 'J. Bock', 'B. Decharme', 'M. Mallet', 'R. Roehrig', 'R. Séférian', 'S. Sénési', 'A. Voldoire']",2020,10.1029/2019MS001816
27,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['T. Dinh', 'S. Fueglistaler']",2019,10.1029/2019MS001853
28,Geophysical Research Letters,Geophysical Research Letters,"['Andrew G. Pauling', 'Cecilia M. Bitz', 'Kyle C. Armour']",2023,10.1029/2023GL102946
29,Geophysical Research Letters,Geophysical Research Letters,"['Aaron Match', 'Edwin P. Gerber']",2022,10.1029/2022GL099463
30,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['Peter Ukkonen', 'Robert Pincus', 'Robin J. Hogan', 'Kristian Pagh Nielsen', 'Eigil Kaas']",2020,10.1029/2020MS002226
31,Environmental Research Letters,Environmental Research Letters,"['Kate Marvel', 'Michela Biasutti', 'Céline Bonfils']",2020,10.1088/1748-9326/ab858e
32,Nature,Nature,"['Kate Marvel', 'Benjamin I. Cook', 'Céline J. W. Bonfils', 'Paul J. Durack', 'Jason E. Smerdon', 'A. Park Williams']",2019,10.1038/s41586-019-1149-8
33,Frontiers in Earth Science,Frontiers in Earth Science,"['L. C. Hahn', 'K. C. Armour', 'M. D. Zelinka', 'C. M. Bitz', 'A. Donohoe']",2021,10.3389/feart.2021.710036
34,Geophysical Research Letters,Geophysical Research Letters,"['Yawen Liu', 'Minghuai Wang', 'Yun Qian', 'Aijun Ding']",2022,10.1029/2022GL098965
35,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['Alistair A. Sellar', 'Jeremy Walton', 'Colin G. Jones', 'Richard Wood', 'Nathan Luke Abraham', 'Miroslaw Andrejczuk', 'Martin B. Andrews', 'Timothy Andrews', 'Alex T. Archibald', 'Lee Mora', 'Harold Dyson', 'Mark Elkington', 'Richard Ellis', 'Piotr Florek', 'Peter Good', 'Laila Gohar', 'Stephen Haddad', 'Steven C. Hardiman', 'Emma Hogan', 'Alan Iwi', 'Christopher D. Jones', 'Ben Johnson', 'Douglas I. Kelley', 'Jamie Kettleborough', 'Jeff R. Knight', 'Marcus O. Köhler', 'Till Kuhlbrodt', 'Spencer Liddicoat', 'Irina Linova‐Pavlova', 'Matthew S. Mizielinski', 'Olaf Morgenstern', 'Jane Mulcahy', 'Erica Neininger', ""Fiona M. O'Connor"", 'Ruth Petrie', 'Jeff Ridley', 'Jean‐Christophe Rioual', 'Malcolm Roberts', 'Eddy Robertson', 'Steven Rumbold', 'Jon Seddon', 'Harry Shepherd', 'Sungbo Shim', 'Ag Stephens', 'Joao C. Teixiera', 'Yongming Tang', 'Jonny Williams', 'Andy Wiltshire', 'Paul T. Griffiths']",2020,10.1029/2019MS001946
36,Atmosphere,Atmosphere,"['Hao Wang', 'Tie Dai', 'Min Zhao', 'Daisuke Goto', 'Qing Bao', 'Toshihiko Takemura', 'Teruyuki Nakajima', 'Guangyu Shi']",2020,10.3390/atmos11101115
37,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['Ron L. Miller', 'Gavin A. Schmidt', 'Larissa S. Nazarenko', 'Susanne E. Bauer', 'Maxwell Kelley', 'Reto Ruedy', 'Gary L. Russell', 'Andrew S. Ackerman', 'Igor Aleinov', 'Michael Bauer', 'Rainer Bleck', 'Vittorio Canuto', 'Grégory Cesana', 'Ye Cheng', 'Thomas L. Clune', 'Ben I. Cook', 'Carlos A. Cruz', 'Anthony D. Del Genio', 'Gregory S. Elsaesser', 'Greg Faluvegi', 'Nancy Y. Kiang', 'Daehyun Kim', 'Andrew A. Lacis', 'Anthony Leboissetier', 'Allegra N. LeGrande', 'Ken K. Lo', 'John Marshall', 'Elaine E. Matthews', 'Sonali McDermid', 'Keren Mezuman', 'Lee T. Murray', 'Valdar Oinas', 'Clara Orbe', 'Carlos Pérez García‐Pando', 'Jan P. Perlwitz', 'Michael J. Puma', 'David Rind', 'Anastasia Romanou', 'Drew T. Shindell', 'Shan Sun', 'Nick Tausnev', 'Kostas Tsigaridis', 'George Tselioudis', 'Ensheng Weng', 'Jingbo Wu', 'Mao‐Sung Yao']",2021,10.1029/2019MS002034
38,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['TC Chakraborty', 'Xuhui Lee', 'David M. Lawrence']",2021,10.1029/2021MS002491
39,Journal of Climate,Journal of Climate,"['T. Chakraborty', 'X. Lee']",2021,10.1175/JCLI-D-20-0979.1
40,Journal of Geophysical Research: Atmospheres,Journal of Geophysical Research: Atmospheres,"['Yi Qin', 'Mark D. Zelinka', 'Stephen A. Klein']",2022,10.1029/2021JD035460
41,Atmospheric Chemistry and Physics,Atmospheric Chemistry and Physics,"['Yingfang Li', 'Zhili Wang', 'Yadong Lei', 'Huizheng Che', 'Xiaoye Zhang']",2023,10.5194/acp-23-2499-2023
42,Earth System Dynamics,Earth System Dynamics,"['Christoph Heinze', 'Veronika Eyring', 'Pierre Friedlingstein', 'Colin Jones', 'Yves Balkanski', 'William Collins', 'Thierry Fichefet', 'Shuang Gao', 'Alex Hall', 'Detelina Ivanova', 'Wolfgang Knorr', 'Reto Knutti', 'Alexander Löw', 'Michael Ponater', 'Martin G. Schultz', 'Michael Schulz', 'Pier Siebesma', 'Joao Teixeira', 'George Tselioudis', 'Martin Vancoppenolle']",2019,10.5194/esd-10-379-2019
43,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['Robert Pincus', 'Eli J. Mlawer', 'Jennifer S. Delamere']",2019,10.1029/2019MS001621
44,Journal of Geophysical Research: Atmospheres,Journal of Geophysical Research: Atmospheres,"['Yi Huang', 'Yuwei Wang']",2019,10.1029/2019JD030296
45,Geophysical Research Letters,Geophysical Research Letters,"['Olaf Morgenstern', ""Fiona M. O'Connor"", 'Ben T. Johnson', 'Guang Zeng', 'Jane P. Mulcahy', 'Jonny Williams', 'João Teixeira', 'Martine Michou', 'Pierre Nabat', 'Larry W. Horowitz', 'Vaishali Naik', 'Lori T. Sentman', 'Makoto Deushi', 'Susanne E. Bauer', 'Kostas Tsigaridis', 'Drew T. Shindell', 'Douglas E. Kinnison']",2020,10.1029/2020GL088295
46,Journal of the Meteorological Society of Japan. Ser. II,Journal of the Meteorological Society of Japan. Ser. II,"['Seiji YUKIMOTO', 'Hideaki KAWAI', 'Tsuyoshi KOSHIRO', 'Naga OSHIMA', 'Kohei YOSHIDA', 'Shogo URAKAWA', 'Hiroyuki TSUJINO', 'Makoto DEUSHI', 'Taichu TANAKA', 'Masahiro HOSAKA', 'Shokichi YABU', 'Hiromasa YOSHIMURA', 'Eiki SHINDO', 'Ryo MIZUTA', 'Atsushi OBATA', 'Yukimasa ADACHI', 'Masayoshi ISHII']",2019,10.2151/jmsj.2019-051
47,Advances in Atmospheric Sciences,Advances in Atmospheric Sciences,"['Jie Zhang', 'Tongwen Wu', 'Fang Zhang', 'Kalli Furtado', 'Xiaoge Xin', 'Xueli Shi', 'Jianglong Li', 'Min Chu', 'Li Zhang', 'Qianxia Liu', 'Jinghui Yan', 'Min Wei', 'Qiang Ma']",2021,10.1007/s00376-020-0151-2
48,npj Climate and Atmospheric Science,npj Climate and Atmospheric Science,"['Stuart Jenkins', 'Michelle Cain', 'Pierre Friedlingstein', 'Nathan Gillett', 'Tristram Walsh', 'Myles R. Allen']",2021,10.1038/s41612-021-00203-9
49,Atmospheric Chemistry and Physics,Atmospheric Chemistry and Physics,"['Stephanie Fiedler', 'Stefan Kinne', 'Wan Ting Katty Huang', 'Petri Räisänen', ""Declan O'Donnell"", 'Nicolas Bellouin', 'Philip Stier', 'Joonas Merikanto', 'Twan van Noije', 'Risto Makkonen', 'Ulrike Lohmann']",2019,10.5194/acp-19-6821-2019
50,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,"['Benjamin D. Santer', 'John C. Fyfe', 'Susan Solomon', 'Jeffrey F. Painter', 'Céline Bonfils', 'Giuliana Pallotta', 'Mark D. Zelinka']",2019,10.1073/pnas.1904586116
51,Earth System Science Data,Earth System Science Data,"['Christopher J. Smith', 'Ryan J. Kramer', 'Adriana Sima']",2020,10.5194/essd-12-2157-2020
52,Geoscientific Model Development,Geoscientific Model Development,"['Robin J. Hogan', 'Marco Matricardi']",2020,10.5194/gmd-13-6501-2020
53,Journal of Geophysical Research: Atmospheres,Journal of Geophysical Research: Atmospheres,"['S. Freidenreich', 'D. Paynter', 'P. Lin', 'V. Ramaswamy', 'A. L. Jones', 'D. Feldman', 'W. D. Collins']",2021,10.1029/2019JD032323
54,Journal of Climate,Journal of Climate,"['Jan Kretzschmar', 'Marc Salzmann', 'Johannes Mülmenstädt', 'Olivier Boucher', 'Johannes Quaas']",2017,10.1175/JCLI-D-16-0668.1
55,Geophysical Research Letters,Geophysical Research Letters,"['Mark D. Zelinka', 'Timothy A. Myers', 'Daniel T. McCoy', 'Stephen Po‐Chedley', 'Peter M. Caldwell', 'Paulo Ceppi', 'Stephen A. Klein', 'Karl E. Taylor']",2020,10.1029/2019GL085782
56,Atmospheric Chemistry and Physics,Atmospheric Chemistry and Physics,"['Daniele Visioni', 'Ben Kravitz', 'Alan Robock', 'Simone Tilmes', 'Jim Haywood', 'Olivier Boucher', 'Mark Lawrence', 'Peter Irvine', 'Ulrike Niemeier', 'Lili Xia', 'Gabriel Chiodo', 'Chris Lennard', 'Shingo Watanabe', 'John C. Moore', 'Helene Muri']",2023,10.5194/acp-23-5149-2023
57,Atmospheric Chemistry and Physics,Atmospheric Chemistry and Physics,"['Thomas Drugé', 'Pierre Nabat', 'Marc Mallet', 'Martine Michou', 'Samuel Rémy', 'Oleg Dubovik']",2022,10.5194/acp-22-12167-2022
58,Climate of the Past,Climate of the Past,"['Pascale Braconnot', 'Samuel Albani', 'Yves Balkanski', 'Anne Cozic', 'Masa Kageyama', 'Adriana Sima', 'Olivier Marti', 'Jean-Yves Peterschmitt']",2021,10.5194/cp-17-1091-2021
59,Geoscientific Model Development,Geoscientific Model Development,"['Masa Kageyama', 'Samuel Albani', 'Pascale Braconnot', 'Sandy P. Harrison', 'Peter O. Hopcroft', 'Ruza F. Ivanovic', 'Fabrice Lambert', 'Olivier Marti', 'W. Richard Peltier', 'Jean-Yves Peterschmitt', 'Didier M. Roche', 'Lev Tarasov', 'Xu Zhang', 'Esther C. Brady', 'Alan M. Haywood', 'Allegra N. LeGrande', 'Daniel J. Lunt', 'Natalie M. Mahowald', 'Uwe Mikolajewicz', 'Kerim H. Nisancioglu', 'Bette L. Otto-Bliesner', 'Hans Renssen', 'Robert A. Tomas', 'Qiong Zhang', 'Ayako Abe-Ouchi', 'Patrick J. Bartlein', 'Jian Cao', 'Qiang Li', 'Gerrit Lohmann', 'Rumi Ohgaito', 'Xiaoxu Shi', 'Evgeny Volodin', 'Kohei Yoshida', 'Xiao Zhang', 'Weipeng Zheng']",2017,10.5194/gmd-10-4035-2017
60,Journal of Climate,Journal of Climate,"['Jonathan Chenal', 'Benoît Meyssignac', 'Aurélien Ribes', 'Robin Guillaume-Castel']",2022,10.1175/JCLI-D-21-0565.1
61,Science,Science,"['Brian J. Soden', 'William D. Collins', 'Daniel R. Feldman']",2018,10.1126/science.aau1864
62,Geophysical Research Letters,Geophysical Research Letters,"['Fabien Paulot', 'David Paynter', 'Michael Winton', 'Paul Ginoux', 'Ming Zhao', 'Larry W. Horowitz']",2020,10.1029/2019GL085601
63,"Resources, Conservation and Recycling","Resources, Conservation and Recycling","['Kai Wang', 'Junguo Liu', 'Jun Xia', 'Zifeng Wang', 'Ying Meng', 'He Chen', 'Ganquan Mao', 'Bin Ye']",2021,10.1016/j.resconrec.2020.105390
64,Journal of Geophysical Research: Atmospheres,Journal of Geophysical Research: Atmospheres,"['C. J. Smith', 'G. R. Harris', 'M. D. Palmer', 'N. Bellouin', 'W. Collins', 'G. Myhre', 'M. Schulz', 'J.‐C. Golaz', 'M. Ringer', 'T. Storelvmo', 'P. M. Forster']",2021,10.1029/2020JD033622
65,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['Qi An', 'Hua Zhang', 'Zhili Wang', 'Yi Liu', 'Bing Xie', 'Qianxia Liu', 'Zaizhi Wang', 'Sunling Gong']",2019,10.1029/2019MS001622
66,Geophysical Research Letters,Geophysical Research Letters,"['Andrea J. Dittus', 'Ed Hawkins', 'Laura J. Wilcox', 'Rowan T. Sutton', 'Christopher J. Smith', 'Martin B. Andrews', 'Piers M. Forster']",2020,10.1029/2019GL085806
67,Geophysical Research Letters,Geophysical Research Letters,"['Li‐Wei Chao', 'Jacob C. Muller', 'Andrew E. Dessler']",2022,10.1029/2021GL096299
68,Geophysical Research Letters,Geophysical Research Letters,"['Yue Dong', 'Kyle C. Armour', 'Cristian Proistosescu', 'Timothy Andrews', 'David S. Battisti', 'Piers M. Forster', 'David Paynter', 'Christopher J. Smith', 'Hideo Shiogama']",2021,10.1029/2021GL095778
69,Environmental Research: Climate,Environmental Research: Climate,"['G Persad', 'B H Samset', 'L J Wilcox', 'Robert J Allen', 'Massimo A Bollasina', 'Ben B B Booth', 'Céline Bonfils', 'Tom Crocker', 'Manoj Joshi', 'Marianne T Lund', 'Kate Marvel', 'Joonas Merikanto', 'Kalle Nordling', 'Sabine Undorf', 'Detlef P van Vuuren', 'Daniel M Westervelt', 'Alcide Zhao']",2023,10.1088/2752-5295/acd6af
70,Atmospheric Research,Atmospheric Research,"['Stephanie Fiedler', 'Klaus Wyser', 'Joeri Rogelj', 'Twan van Noije']",2021,10.1016/j.atmosres.2021.105866
71,Geoscientific Model Development,Geoscientific Model Development,"['Yoann Tellier', 'Cyril Crevoisier', 'Raymond Armante', 'Jean-Louis Dufresne', 'Nicolas Meilhac']",2022,10.5194/gmd-15-5211-2022
72,Geoscientific Model Development,Geoscientific Model Development,"['Peter Ukkonen', 'Robin J. Hogan']",2023,10.5194/gmd-16-3241-2023
73,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['Jean‐Christophe Golaz', 'Luke P. Van Roekel', 'Xue Zheng', 'Andrew F. Roberts', 'Jonathan D. Wolfe', 'Wuyin Lin', 'Andrew M. Bradley', 'Qi Tang', 'Mathew E. Maltrud', 'Ryan M. Forsyth', 'Chengzhu Zhang', 'Tian Zhou', 'Kai Zhang', 'Charles S. Zender', 'Mingxuan Wu', 'Hailong Wang', 'Adrian K. Turner', 'Balwinder Singh', 'Jadwiga H. Richter', 'Yi Qin', 'Mark R. Petersen', 'Azamat Mametjanov', 'Po‐Lun Ma', 'Vincent E. Larson', 'Jayesh Krishna', 'Noel D. Keen', 'Nicole Jeffery', 'Elizabeth C. Hunke', 'Walter M. Hannah', 'Oksana Guba', 'Brian M. Griffin', 'Yan Feng', 'Darren Engwirda', 'Alan V. Di Vittorio', 'Cheng Dang', 'LeAnn M. Conlon', 'Chih‐Chieh‐Jack Chen', 'Michael A. Brunke', 'Gautam Bisht', 'James J. Benedict', 'Xylar S. Asay‐Davis', 'Yuying Zhang', 'Meng Zhang', 'Xubin Zeng', 'Shaocheng Xie', 'Phillip J. Wolfram', 'Tom Vo', 'Milena Veneziani', 'Teklu K. Tesfa', 'Sarat Sreepathi', 'Andrew G. Salinger', 'J. E. Jack Reeves Eyre', 'Michael J. Prather', 'Salil Mahajan', 'Qing Li', 'Philip W. Jones', 'Robert L. Jacob', 'Gunther W. Huebler', 'Xianglei Huang', 'Benjamin R. Hillman', 'Bryce E. Harrop', 'James G. Foucar', 'Yilin Fang', 'Darin S. Comeau', 'Peter M. Caldwell', 'Tony Bartoletti', 'Karthik Balaguru', 'Mark A. Taylor', 'Renata B. McCoy', 'L. Ruby Leung', 'David C. Bader']",2022,10.1029/2022MS003156
74,Journal of Climate,Journal of Climate,"['Yue Dong', 'Cristian Proistosescu', 'Kyle C. Armour', 'David S. Battisti']",2019,10.1175/JCLI-D-18-0843.1
75,Progress in Earth and Planetary Science,Progress in Earth and Planetary Science,"['Naga Oshima', 'Seiji Yukimoto', 'Makoto Deushi', 'Tsuyoshi Koshiro', 'Hideaki Kawai', 'Taichu Y. Tanaka', 'Kohei Yoshida']",2020,10.1186/s40645-020-00348-w
76,Geophysical Research Letters,Geophysical Research Letters,"['Chris D. Jones', 'Jonathan E. Hickman', 'Steven T. Rumbold', 'Jeremy Walton', 'Robin D. Lamboll', 'Ragnhild B. Skeie', 'Stephanie Fiedler', 'Piers M. Forster', 'Joeri Rogelj', 'Manabu Abe', 'Michael Botzet', 'Katherine Calvin', 'Christophe Cassou', 'Jason N.S. Cole', 'Paolo Davini', 'Makoto Deushi', 'Martin Dix', 'John C. Fyfe', 'Nathan P. Gillett', 'Tatiana Ilyina', 'Michio Kawamiya', 'Maxwell Kelley', 'Slava Kharin', 'Tsuyoshi Koshiro', 'Hongmei Li', 'Chloe Mackallah', 'Wolfgang A. Müller', 'Pierre Nabat', 'Twan van Noije', 'Paul Nolan', 'Rumi Ohgaito', 'Dirk Olivié', 'Naga Oshima', 'Jose Parodi', 'Thomas J. Reerink', 'Lili Ren', 'Anastasia Romanou', 'Roland Séférian', 'Yongming Tang', 'Claudia Timmreck', 'Jerry Tjiputra', 'Etienne Tourigny', 'Kostas Tsigaridis', 'Hailong Wang', 'Mingxuan Wu', 'Klaus Wyser', 'Shuting Yang', 'Yang Yang', 'Tilo Ziehn']",2021,10.1029/2020GL091883
77,Journal of Geophysical Research: Atmospheres,Journal of Geophysical Research: Atmospheres,"['Xiaochao Yu', 'Hua Zhang', 'Bing Xie', 'Zhili Wang', 'Shuyun Zhao', 'Defeng Zhao']",2022,10.1029/2021JD036251
